source_type,source_id,target_type,target_id,relationships,description
Group,G0004,Technique,T1069.002,uses,Subject performs discovery of permission groups object34.
Software,S0274,Technique,T1564.001,uses,Subject uses a hidden directory named .calisto to store data from the victim’s machine before exfiltration.
Group,G0067,Technique,T1105,uses,Subject has downloaded second stage malware from compromised websites.
Software,S0167,Technique,T1218.011,uses,Subject uses rundll32.exe in a Registry Run key value for execution as part of its persistence mechanism.
Software,S0010,Technique,T1573.001,uses,Subject performs XOR encryption.
Group,G0040,Technique,T1070.004,uses,Subject removed certain files and replaced them so they could not be retrieved.
Software,S0038,Technique,T1016,uses,The reconnaissance modules used with Subject can collect information on network configuration.
Software,S0132,Technique,T1027.002,uses,Subject uses a custom packing algorithm.
Software,S0170,Technique,T1105,uses,Subject can download additional files.
Group,G0045,Technique,T1016,uses,Subject has used several tools to scan for open NetBIOS nameservers and enumerate NetBIOS sessions.
Software,S0199,Technique,T1113,uses,Subject is capable of taking screenshots.
Software,S0172,Technique,T1012,uses,Subject queries the Registry to determine the correct Startup path to use for persistence.
Software,S0166,Technique,T1569.002,uses,Subject can execute commands remotely by creating a new service on the remote system.
Software,S0052,Technique,T1071.001,uses,Subject uses HTTP and HTTPS for C2.
Software,S0245,Technique,T1090,uses,Subject functions as a proxy server between the victim and C2 server.
Group,G0007,Technique,T1566.001,uses,Subject sent spearphishing emails containing malicious Microsoft Office and RAR attachments.
Software,S0274,Technique,T1098,uses,Subject adds permissions and remote logins to all users.
Group,G0060,Technique,T1102.001,uses,Subject's MSGET downloader uses a dead drop resolver to access malicious payloads.
Software,S0058,Technique,T1036.005,uses,"To establish persistence, Subject identifies the Start Menu Startup directory and drops a link to its own executable disguised as an “Office Start,” “Yahoo Talk,” “MSN Gaming Z0ne,” or “MSN Talk” shortcut."
Software,S0044,Technique,T1546.015,uses,Subject has used COM hijacking to establish persistence by hijacking a class named MMDeviceEnumerator and also by registering the payload as a Shell Icon Overlay handler COM object .
Software,S0281,Technique,T1553.004,uses,Subject installs a root certificate to aid in man-in-the-middle actions.
Software,S0228,Technique,T1218.005,uses,Subject uses mshta.exe to load its program and files.
Software,S0201,Technique,T1057,uses,Subject can list running processes.
Group,G0007,Technique,T1213.002,uses,Subject has collected information from Microsoft SharePoint services within target networks.
Software,S0228,Technique,T1070.004,uses,Subject launches a script to delete their original decoy file to cover tracks.
Group,G0067,Technique,T1123,uses,Subject has used an audio capturing utility known as SOUNDWAVE that captures microphone input.
Software,S0265,Technique,T1010,uses,Subject gathers information about opened windows.
Software,S0223,Technique,T1070.004,uses,"Subject can delete all files on the C:\, D:\, E:\ and, F:\ drives using Subject Remove-Item commands."
Group,G0065,Technique,T1197,uses,Subject has used Subject to download additional tools.
Group,G0039,Technique,T1046,uses,"Subject the victim's internal network for hosts with ports 8080, 5900, and 40 open."
Group,G0080,Technique,T1543.003,uses,Subject has created new services to establish persistence.
Group,G0061,Technique,T1105,uses,Subject has used remote code execution to download subsequent payloads.
Group,G0027,Technique,T1105,uses,"After re-establishing access to a victim network, Subject actors download tools including Subject and WCE that are staged temporarily on websites that were previously compromised but never used."
Software,S0136,Technique,T1025,uses,"Once a removable media device is inserted back into the first victim, Subject collects data from it that was exfiltrated from a second victim."
Group,G0054,Technique,T1003,uses,Subject has used credential dumping tools.
Group,G0009,Technique,T1018,uses,Subject has used ping to identify other machines of interest.
Group,G0073,Technique,T1132.001,uses,An Subject HTTP malware variant used Base64 to encode communications to the C2 server.
Group,G0027,Technique,T1560.002,uses,"Subject has used RAR to compress, encrypt, and password-protect files prior to exfiltration."
Software,S0012,Technique,T1055.001,uses,Subject can inject a malicious DLL into a process.
Group,G0076,Technique,T1219,uses,Subject used a cloud-based remote access software called LogMeIn for their attacks.
Software,S0023,Technique,T1091,uses,Part of Subject's operation involved using Subject modules to copy itself to air-gapped machines and using files written to USB sticks to transfer data and command traffic.
Software,S0187,Technique,T1553.002,uses,Some Subject samples were signed with a stolen digital certificate.
Group,G0077,Technique,T1003.001,uses,"Subject used several tools for retrieving login and password information, including LaZagne and Mimikatz."
Group,G0078,Technique,T1547.009,uses,Subject malware can create a .lnk file and add a Registry Run key to establish persistence.
Software,S0187,Technique,T1105,uses,Subject can download remote files.
Software,S0139,Technique,T1082,uses,"Subject has commands to get information about the victim's name, build, version, serial number, and memory usage."
Group,G0044,Technique,T1014,uses,Subject used a rootkit to modify typical server functionality.
Software,S0274,Technique,T1036.005,uses,Subject's installation file is an unsigned DMG image under the guise of Intego’s security solution for mac.
Software,S0089,Technique,T1120,uses,"Subject can gather very specific information about attached USB devices, to include device instance ID and drive geometry."
Software,S0039,Technique,T1569.002,uses,The object35 and object36 commands can be used in Subject to execute or stop Windows services.
Software,S0018,Technique,T1016,uses,Subject may use object37 to gather system network configuration details.
Group,G0045,Technique,T1039,uses,Subject has collected data from remote systems by mounting network shares with object38 and using Robocopy to transfer data.
Software,S0244,Technique,T1057,uses,Subject uses the object39 to view running processes on the victim’s machine.
Software,S0256,Technique,T1059.003,uses,Subject executes cmd.exe and uses a pipe to read the results and send back the output to the C2 server.
Software,S0039,Technique,T1135,uses,The object40 and object41 commands in Subject can be used to find shared drives and directories on remote and local systems respectively.
Software,S0187,Technique,T1573.001,uses,Subject uses RC4 encryption to obfuscate HTTP traffic.
Group,G0001,Technique,T1003,uses,Subject has been known to dump credentials.
Group,G0049,Technique,T1046,uses,Subject has used the publicly available tool SoftPerfect Network Scanner as well as a custom tool called GOLDIRONY to conduct network scanning.
Software,S0031,Technique,T1112,uses,"Subject is capable of deleting Registry keys, sub-keys, and values on a victim system."
Group,G0067,Technique,T1547.001,uses,Subject's has added persistence via the Registry key object42.
Software,S0219,Technique,T1010,uses,Subject can enumerate active windows.
Group,G0065,Technique,T1218.010,uses,Subject has used regsvr32 for execution.
Software,S0079,Technique,T1082,uses,"Subject has a command to upload to its C2 server victim mobile device information, including IMEI, IMSI, SIM card serial number, phone number, Android version, and other information."
Software,S0078,Technique,T1071.001,uses,Subject uses HTTPS for C2.
Group,G0049,Technique,T1059,uses,Subject has used various types of scripting for execution.
Software,S0124,Technique,T1547.001,uses,Subject establishes persistence via a Registry Run key.
Software,S0002,Technique,T1547.005,uses,The Subject credential dumper contains an implementation of an SSP.
Software,S0180,Technique,T1012,uses,Subject checks the system for certain Registry keys.
Software,S0192,Technique,T1057,uses,Subject can list the running processes and get the process ID and parent process’s ID.
Software,S0262,Technique,T1021.001,uses,Subject has a module for performing remote desktop access.
